Id,CityName,Beds,Baths,ListingType,Area,PopulationLatest,Schools,Colleges,Universities,Ameneties,Airbnbs,Price,AveragePrice,AboveBelowAverage,PriceCategorization
M73000004-25844131,Essex,2,3,Single Family,1518,21216,0,0,0,0,0,594900.0,833310.0,B,550000-600000
M73000004-25844270,Kenora,3,4,Single Family,3000,14967,2,0,0,19,21,435000.0,586444.0,B,425000-450000
M73000004-25844353,Brantford,3,3,Single Family,1595,104688,0,0,0,0,1,698020.0,635487.0,A,700000-750000
M73000004-25844383,North Bay,3,2,Multi-Family,1440,52662,7,0,0,48,18,349900.0,648021.0,B,325000-350000
M73000004-25844408,Windsor,4,4,Single Family,2300,229660,14,1,0,5,32,1549900.0,390530.0,A,1500000-1600000
M73000004-25844815,Welland,4,3,Single Family,1842,55750,9,1,0,13,33,899000.0,517843.0,A,850000-900000
M73000004-25844884,Fort Erie,2,1,Single Family,1042,32901,2,0,0,16,6,409298.0,767331.0,B,400000-425000
M73000004-25844885,Collingwood,2,2,Condo,1070,24811,7,1,0,37,28,587563.0,684190.0,B,550000-600000
M73000004-25845009,LARDER LAKE,4,3,Single Family,1300,745,0,0,0,0,0,399900.0,127500.0,A,375000-400000
M73000004-25845016,Red Rock,4,2,Single Family,1000,895,2,0,0,0,1,164900.0,305740.0,B,150000-175000
M73000004-25845017,Collingwood,3,2,Condo,1280,24811,1,0,0,20,28,650000.0,684190.0,B,600000-650000
M73000004-25845101,Tillsonburg,3,2,Single Family,1788,18615,3,0,0,0,9,899900.0,725095.0,A,850000-900000
M73000004-25845216,Burlington,3,2,Rental,1463,186948,4,0,0,3,11,3000.0,1105905.0,B,0-25000
M73000004-25845276,St. Catharines,4,2,Single Family,1115,136803,9,0,1,61,26,629900.0,654102.0,B,600000-650000
M73000004-25845576,Huntsville,3,1,Single Family,936,21147,0,0,0,0,0,750000.0,855364.0,B,700000-750000
M73000004-25845676,London,2,1,Condo,1005,422324,47,1,0,150,77,339000.0,723548.0,B,325000-350000
M73000004-25845696,Oakville,5,9,Single Family,4942,213759,7,0,0,17,11,4580000.0,1140305.0,A,4500000-5000000
M73000004-25845758,Thunder Bay,2,2,Single Family,1455,108843,0,0,0,0,0,324900.0,453591.0,B,300000-325000
M73000004-25845830,Hamilton,4,3,Single Family,2388,11059,1,0,0,9,5,2299900.0,587574.0,A,2000000-2500000
M73000004-25845953,St. Thomas,4,2,Multi-Family,1646,42840,0,0,0,3,11,449000.0,663122.0,B,425000-450000
M73000004-25846178,Hamilton,6,4,Single Family,5155,11059,6,0,0,42,15,3477000.0,587574.0,A,3000000-3500000
M73000004-25846211,Cornwall,2,2,Single Family,1760,47845,0,0,0,0,0,888500.0,459674.0,A,850000-900000
M73000004-25846639,Kingston,5,2,Single Family,1434,132485,6,0,1,57,22,699900.0,720402.0,B,650000-700000
M73000004-25846680,West Grey,5,4,Single Family,2039,13131,0,0,0,0,0,1490000.0,1156088.0,A,1400000-1500000
M73000004-25846829,Oro-Medonte,4,5,Single Family,4006,23017,0,0,0,0,0,1999000.0,1302380.0,A,1900000-2000000
M73000004-25846867,Hamilton,3,4,Single Family,2339,11059,1,0,0,12,2,1550000.0,587574.0,A,1500000-1600000
M73000004-25846879,Orillia,9,4,Multi-Family,2016,33411,1,0,0,19,16,1349000.0,647203.0,A,1300000-1400000
M73000004-25846880,Orillia,9,4,Single Family,2016,33411,1,0,0,19,16,1349000.0,647203.0,A,1300000-1400000
M73000004-25848121,Kitchener,3,3,Single Family,1910,256885,0,0,0,0,0,979900.0,462327.0,A,950000-1000000
M73000004-25848122,Kitchener,3,3,Single Family,1934,256885,0,0,0,0,0,979900.0,462327.0,A,950000-1000000
M73000004-25848187,Hamilton,3,2,Condo,1202,11059,2,0,0,32,16,749999.0,587574.0,A,700000-750000
M73000004-25848349,Waterloo,4,4,Condo,1901,121436,14,1,2,17,48,874154.0,518598.0,A,850000-900000
M73000004-25848350,Waterloo,4,4,Condo,1836,121436,14,1,2,15,48,837001.0,518598.0,A,800000-850000
M73000004-25848541,Kitchener,5,5,Single Family,2682,256885,26,1,0,100,37,2335000.0,462327.0,A,2000000-2500000
M73000004-25848542,Kitchener,5,6,Single Family,4002,256885,27,1,0,100,40,2192000.0,462327.0,A,2000000-2500000
M73000004-25848543,Kitchener,5,6,Single Family,3908,256885,27,1,0,100,40,2225000.0,462327.0,A,2000000-2500000
M73000004-25848544,Kitchener,6,7,Single Family,3842,256885,27,1,0,100,40,2185000.0,462327.0,A,2000000-2500000
M73000004-25848545,Kitchener,3,5,Single Family,1950,256885,27,1,0,100,40,1910000.0,462327.0,A,1900000-2000000
M73000004-25848652,Gananoque,5,2,Single Family,1400,5383,2,0,0,17,7,469000.0,960269.0,B,450000-475000
M73000004-25848747,The Blue Mountains,3,2,Single Family,1574,9390,0,0,0,24,69,1169100.0,1150137.0,A,1100000-1200000
M73000004-25848759,LaSalle,4,5,Single Family,5100,32721,0,0,0,0,0,2199999.0,698743.0,A,2000000-2500000
M73000004-25848938,Kitchener,6,4,Single Family,2544,256885,36,0,0,103,87,1249000.0,462327.0,A,1200000-1300000
M73000004-25848982,Bracebridge,3,3,Single Family,1320,17305,0,0,0,0,0,6595000.0,1140855.0,A,6500000-7000000
M73000004-25849056,Niagara Falls,3,2,Single Family,1750,94415,3,0,0,24,25,784731.0,597642.0,A,750000-800000
M73000004-25849168,SCHREIBER,5,2,Single Family,2400,1039,0,0,0,0,0,149900.0,147967.0,A,125000-150000
M73000004-25849186,Guelph,1,1,Condo,675,143740,4,0,0,26,19,539900.0,678352.0,B,500000-550000
M73000004-25849231,Kawartha Lakes,5,3,Single Family,2208,79247,0,0,0,0,0,892500.0,863966.0,A,900000-950000
M73000004-25849232,Collingwood,2,2,Condo,870,24811,1,0,0,20,27,12000.0,684190.0,B,0-25000
M73000004-25849235,Huntsville,2,2,Condo,1230,21147,2,0,0,29,15,679900.0,855364.0,B,650000-700000
M73000004-25849763,Orillia,5,4,Single Family,3766,33411,9,1,0,44,19,1495000.0,647203.0,A,1400000-1500000
M73000004-25849860,Windsor,4,2,Single Family,2045,229660,2,1,0,6,25,475000.0,390530.0,A,450000-475000
M73000004-25849962,St. Marys,4,4,Single Family,1890,7386,0,0,0,1,0,675000.0,700564.0,B,650000-700000
M73000004-25850735,West Perth,3,4,Single Family,2964,9038,0,0,0,0,0,775000.0,775000.0,,750000-800000
M73000004-25850840,Hamilton,4,2,Single Family,1755,11059,15,0,0,53,31,999999.0,587574.0,A,950000-1000000
M73000004-25850892,Kingston,3,4,Single Family,1699,132485,16,0,0,87,25,739900.0,720402.0,A,700000-750000
M73000004-25850894,Niagara-on-the-Lake,4,2,Single Family,2212,19088,0,0,0,62,45,1399000.0,1722842.0,B,1300000-1400000
M73000004-25851074,Stratford,4,3,Single Family,2515,33232,3,2,0,6,24,943425.0,779453.0,A,900000-950000
M73000004-25851216,St. Catharines,4,2,Single Family,1050,136803,7,0,0,17,7,599000.0,654102.0,B,550000-600000
M73000004-25851234,Stratford,4,3,Single Family,2515,33232,3,2,0,6,24,943425.0,779453.0,A,900000-950000
M73000004-25851701,Englehart,2,1,Single Family,660,1442,0,0,0,0,0,259900.0,1089617.0,B,250000-275000
M73000004-25851728,Hamilton,1,1,Condo,471,11059,2,0,0,138,28,299900.0,587574.0,B,275000-300000
M73000004-25851873,Tiny,3,2,Single Family,1528,12966,0,0,0,0,0,1099900.0,1115788.0,B,1000000-1100000
M73000004-25851967,Lincoln,5,4,Single Family,2571,25719,0,0,0,13,24,2398000.0,1173538.0,A,2000000-2500000
M73000004-25852496,Hamilton,0,0,Single Family,2519,11059,3,0,0,18,7,1278889.0,587574.0,A,1200000-1300000
M73000004-25852594,Niagara Falls,6,4,Single Family,2754,94415,7,0,0,19,43,1495000.0,597642.0,A,1400000-1500000
M73000004-25852926,St. Catharines,3,2,Single Family,1400,136803,9,0,0,28,20,706354.0,654102.0,A,650000-700000
M73000004-25853003,Niagara Falls,2,2,Single Family,1047,94415,15,0,0,49,48,560000.0,597642.0,B,550000-600000
M73000004-25853039,Woodstock,5,3,Multi-Family,1141,46705,1,0,0,0,7,449900.0,636183.0,B,425000-450000
M73000004-25853868,Hamilton,1,1,Condo,846,11059,4,0,0,30,14,499999.0,587574.0,B,475000-500000
M73000004-25854085,Hamilton,3,4,Single Family,2693,11059,14,0,0,205,47,1299997.0,587574.0,A,1200000-1300000
M73000004-25854111,London,5,3,Single Family,2064,422324,15,1,0,50,15,1099000.0,723548.0,A,1000000-1100000
M73000004-25854145,Brantford,6,5,Multi-Family,3939,104688,0,0,0,0,0,2349000.0,635487.0,A,2000000-2500000
M73000004-25854207,London,3,3,Rental,1349,422324,30,0,1,70,63,3200.0,723548.0,B,0-25000
M73000004-25854376,Hamilton,4,2,Single Family,2310,11059,0,0,0,16,5,1049000.0,587574.0,A,1000000-1100000
M73000004-25854385,Guelph,5,4,Condo,1520,143740,4,0,0,29,20,779900.0,678352.0,A,750000-800000
M73000004-25854503,KENORA,0,0,Single Family,442,14967,0,0,0,0,0,105000.0,586444.0,B,100000-125000
M73000004-25855200,Brantford,4,3,Single Family,2797,104688,27,1,0,53,38,949900.0,635487.0,A,900000-950000
M73000004-25855205,Brantford,3,2,Single Family,935,104688,8,0,0,18,21,682567.0,635487.0,A,650000-700000
M73000004-25855220,Oro-Medonte,3,2,Single Family,1730,23017,0,0,0,0,0,2299000.0,1302380.0,A,2000000-2500000
M73000004-25855229,Seguin,3,1,Single Family,1100,5280,0,0,0,0,0,999900.0,2780500.0,B,950000-1000000
M73000004-25855332,Welland,4,2,Single Family,1100,55750,5,1,0,58,28,699900.0,517843.0,A,650000-700000
M73000004-25855824,Milton,5,3,Single Family,2984,132979,0,0,0,0,0,1999900.0,903023.0,A,1900000-2000000
M73000004-25855975,Ottawa,2,2,Condo,1215,1017449,2,0,0,65,10,715000.0,566644.0,A,700000-750000
M73000004-25856081,St. Catharines,3,1,Single Family,1050,136803,10,0,1,101,36,575000.0,654102.0,B,550000-600000
M73000004-25856140,Thorold,6,4,Multi-Family,2106,23816,3,0,0,13,25,472114.0,501041.0,B,475000-500000
M73000004-25856452,Collingwood,2,2,Condo,1042,24811,1,0,0,21,28,649900.0,684190.0,B,600000-650000
M73000004-25856808,Thunder Bay,4,4,Single Family,1596,108843,11,1,1,22,43,399900.0,453591.0,B,375000-400000
M73000004-25856833,Port Colborne,3,2,Single Family,1198,20033,5,0,0,23,19,589900.0,669084.0,B,550000-600000
M73000004-25856861,Grimsby,6,4,Single Family,4453,28883,2,0,0,18,22,2199900.0,738305.0,A,2000000-2500000
M73000004-25857726,Fort Erie,2,2,Single Family,2235,32901,4,0,0,11,13,799900.0,767331.0,A,750000-800000
M73000004-25857760,Wasaga Beach,3,3,Single Family,1700,24862,0,0,0,0,0,699000.0,607191.0,A,650000-700000
M73000004-25857847,Burlington,3,2,Single Family,1572,186948,4,0,0,89,20,1599000.0,1105905.0,A,1500000-1600000
M73000004-25858229,Burlington,2,2,Condo,857,186948,0,0,0,58,6,898000.0,1105905.0,B,850000-900000
M73000004-25858349,Grimsby,3,5,Rental,3715,28883,6,0,0,28,30,4500.0,738305.0,B,0-25000
M73000004-25858915,Huntsville,2,1,Condo,879,21147,0,0,0,6,15,689000.0,855364.0,B,650000-700000
M73000004-25858949,Oakville,4,3,Single Family,1681,213759,0,0,0,88,10,5250.0,1140305.0,B,0-25000
M73000004-25859055,London,3,2,Condo/Townhome,1415,422324,5,0,1,67,36,424900.0,723548.0,B,400000-425000
M73000004-25859080,Wasaga Beach,3,1,Single Family,680,24862,1,0,0,0,12,159900.0,607191.0,B,150000-175000
M73000004-25859129,London,3,3,Condo,1480,422324,7,0,0,48,23,775285.0,723548.0,A,750000-800000
M73000004-25859153,Hamilton,3,2,Single Family,896,11059,7,0,0,39,18,544900.0,587574.0,B,500000-550000
M73000004-25859234,Dryden,3,1,Single Family,924,7388,3,1,0,4,3,169000.0,335269.0,B,150000-175000
M73000004-25859467,Oakville,6,4,Single Family,3299,213759,0,0,0,0,0,2499900.0,1140305.0,A,2000000-2500000
M73000004-25859503,Collingwood,3,4,Single Family,2500,24811,4,0,0,49,18,1695000.0,684190.0,A,1600000-1700000
M73000004-25859843,Oro-Medonte,3,3,Single Family,2346,23017,0,0,0,0,0,1604900.0,1302380.0,A,1600000-1700000
M73000004-25859845,Oro-Medonte,4,4,Single Family,3263,23017,0,0,0,0,0,1708900.0,1302380.0,A,1700000-1800000
M73000004-25859957,Hamilton,2,1,Rental,794,11059,0,0,0,0,0,2495.0,587574.0,B,0-25000
M73000004-25860138,London,4,3,Single Family,1239,422324,6,0,0,29,10,738000.0,723548.0,A,700000-750000
M73000004-25860143,Fort Erie,4,3,Single Family,1820,32901,0,0,0,7,32,839900.0,767331.0,A,800000-850000
M73000004-25860145,Bracebridge,2,1,Condo,468,17305,6,1,0,18,28,399900.0,1140855.0,B,375000-400000
M73000004-25860146,Muskoka Lakes,3,2,Single Family,1475,7652,0,0,0,0,0,599900.0,1232877.0,B,550000-600000
M73000004-25860321,Brampton,4,2,Single Family,2000,656480,12,0,0,20,5,799000.0,613476.0,A,750000-800000
M73000004-25860384,West Grey,2,1,Single Family,1100,13131,0,0,0,0,0,174900.0,1156088.0,B,150000-175000
M73000004-25860392,Innisfil,4,3,Single Family,1780,43326,0,0,0,0,0,2500000.0,967822.0,A,2000000-2500000
M73000004-25860765,Niagara-on-the-Lake,3,2,Single Family,1023,19088,1,0,0,11,15,847133.0,1722842.0,B,850000-900000
M73000004-25860791,Midland,7,3,Single Family,2656,17817,1,1,0,6,14,599900.0,788950.0,B,550000-600000
M73000004-25860866,Hamilton,6,5,Single Family,3617,11059,23,1,1,66,48,1995000.0,587574.0,A,1900000-2000000
M73000004-25861097,Gravenhurst,1,1,Single Family,630,13157,0,0,0,1,15,139900.0,977203.0,B,125000-150000
M73000004-25861328,LAKE OF THE WOODS,2,2,Single Family,1450,308,0,0,0,0,0,699000.0,699000.0,,650000-700000
M73000004-25861584,Kingston,20,20,Multi-Family,6500,132485,0,0,0,0,0,3050000.0,720402.0,A,3000000-3500000
M73000004-25861659,West Grey,3,3,Single Family,1542,13131,0,0,0,0,0,1200000.0,1156088.0,A,1100000-1200000
M73000004-25861699,Midland,7,3,Multi-Family,2656,17817,1,1,0,6,14,599900.0,788950.0,B,550000-600000
M73000004-25861808,LaSalle,2,2,Condo,1120,32721,3,0,0,0,1,652500.0,698743.0,B,650000-700000
M73000004-25861852,Cornwall,3,3,Single Family,2550,47845,6,0,0,31,28,599900.0,459674.0,A,550000-600000
M73000004-25861899,Collingwood,3,2,Condo,1266,24811,7,1,0,37,29,776218.0,684190.0,A,750000-800000
M73000004-25861990,Collingwood,4,4,Rental,1803,24811,0,0,0,0,0,2900.0,684190.0,B,0-25000
M73000004-25861992,Tiny,3,2,Single Family,2330,12966,0,0,0,0,0,2495000.0,1115788.0,A,2000000-2500000
M73000004-25861993,McDougall,3,2,Single Family,980,2744,1,0,0,2,0,449000.0,1094560.0,B,425000-450000
M73000004-25862040,Hamilton,4,3,Single Family,1850,11059,24,1,1,64,48,989900.0,587574.0,A,950000-1000000
M73000004-25862565,Niagara Falls,6,5,Single Family,3466,94415,0,0,0,0,0,2699900.0,597642.0,A,2500000-3000000
M73000004-25863148,Mono,5,4,Single Family,2500,9421,0,0,0,0,0,2595000.0,2406753.0,A,2500000-3000000
M73000004-25863489,Kingston,5,2,Single Family,1800,132485,1,0,0,83,31,619000.0,720402.0,B,600000-650000
M73000004-25863714,St. Catharines,4,2,Single Family,1300,136803,4,0,1,88,19,495000.0,654102.0,B,475000-500000
M73000004-25863803,McDougall,3,1,Single Family,1000,2744,0,0,0,0,0,399000.0,1094560.0,B,375000-400000
M73000004-25864035,Thorold,3,2,Single Family,1476,23816,8,0,0,17,53,864900.0,501041.0,A,850000-900000
M73000004-25864089,Hamilton,4,3,Single Family,1534,11059,1,0,0,14,7,629900.0,587574.0,A,600000-650000
M73000004-25864264,Woodstock,1,1,Single Family,709,46705,0,0,0,0,0,199000.0,636183.0,B,175000-200000
M73000004-25864282,London,5,5,Single Family,1839,422324,27,0,1,68,67,949900.0,723548.0,A,900000-950000
M73000004-25865260,London,3,2,Single Family,2000,422324,0,0,0,0,0,870000.0,723548.0,A,850000-900000
M73000004-25865830,Orillia,3,2,Single Family,1400,33411,10,1,0,23,28,759000.0,647203.0,A,750000-800000
M73000004-25865893,St. Catharines,5,4,Single Family,2697,136803,8,0,1,108,38,1925000.0,654102.0,A,1900000-2000000
M73000004-25865984,Wainfleet,4,2,Single Family,2400,6887,0,0,0,0,0,2399000.0,1105073.0,A,2000000-2500000
M73000004-25866058,Hamilton,3,2,Condo,1231,11059,9,0,0,40,28,549000.0,587574.0,B,500000-550000
M73000004-25866130,Norwich,5,4,Single Family,3775,11151,1,0,0,4,0,1098000.0,984660.0,A,1000000-1100000
M73000004-25866233,Collingwood,2,3,Condo,1219,24811,2,0,0,25,30,10381.0,684190.0,B,0-25000
M73000004-25866545,London,4,3,Single Family,1600,422324,37,0,1,320,90,895999.0,723548.0,A,850000-900000
M73000004-25866572,Ingersoll,3,2,Single Family,1185,13693,0,0,0,0,0,949900.0,611997.0,A,900000-950000
M73000004-25866574,Oakville,4,4,Single Family,2595,213759,1,0,0,100,11,3795000.0,1140305.0,A,3500000-4000000
M73000004-25866613,Collingwood,2,2,Condo,1219,24811,5,0,0,53,16,529000.0,684190.0,B,500000-550000
M73000004-25866614,Wasaga Beach,2,2,Single Family,950,24862,1,0,0,0,12,439900.0,607191.0,B,425000-450000
M73000004-25866625,St. Catharines,5,4,Single Family,2205,136803,27,0,1,175,51,1099900.0,654102.0,A,1000000-1100000
M73000004-25866648,Windsor,4,5,Single Family,4358,229660,20,0,0,8,61,1749000.0,390530.0,A,1700000-1800000
M73000004-25866759,The Blue Mountains,6,4,Single Family,4714,9390,0,0,0,4,69,4490000.0,1150137.0,A,4000000-4500000
M73000004-25866844,West Grey,5,2,Single Family,2027,13131,0,0,0,0,0,809000.0,1156088.0,B,800000-850000
M73000004-25866961,London,4,3,Single Family,1280,422324,45,1,0,132,68,610000.0,723548.0,B,600000-650000
M73000004-25867012,Sault Ste. Marie,4,4,Single Family,3000,72051,12,1,1,15,27,939900.0,441782.0,A,900000-950000
M73000004-25867491,Mississauga,4,3,Single Family,2421,717961,55,1,0,193,116,1574800.0,676275.0,A,1500000-1600000
M73000004-25867528,Fort Frances,2,1,Single Family,700,7466,0,0,0,0,0,65000.0,361491.0,B,50000-75000
M73000004-25867603,Woodstock,4,2,Single Family,1200,46705,8,1,0,16,15,749999.0,636183.0,A,700000-750000
M73000004-25867722,Grimsby,5,4,Single Family,2471,28883,4,0,0,4,26,1799000.0,738305.0,A,1700000-1800000
M73000004-25867847,Niagara-on-the-Lake,3,2,Single Family,1800,19088,0,0,0,0,0,3499000.0,1722842.0,A,3000000-3500000
M73000004-25868090,Parry Sound,2,1,Single Family,1399,6879,4,1,0,19,22,649900.0,736286.0,B,600000-650000
M73000004-25868185,Oakville,2,2,Condo,1073,213759,24,1,0,77,100,785000.0,1140305.0,B,750000-800000
M73000004-25868301,Burlington,5,5,Single Family,3878,186948,6,0,0,43,12,3750000.0,1105905.0,A,3500000-4000000
M73000004-25868353,Algonquin Highlands,2,2,Single Family,1479,2588,0,0,0,0,0,795671.0,1388238.0,B,750000-800000
M73000004-25868403,LaSalle,2,2,Rental,1332,32721,3,0,0,0,1,2475.0,698743.0,B,0-25000
M73000004-25868903,St. Catharines,0,0,Single Family,2000,136803,0,0,0,0,0,9200.0,654102.0,B,0-25000
M73000004-25869550,Niagara Falls,2,2,Condo/Townhome,1100,94415,5,0,0,4,0,475000.0,597642.0,B,450000-475000
M73000004-25870070,Aylmer,5,3,Multi-Family,1640,7699,3,0,0,6,1,700000.0,738607.0,B,650000-700000
M73000004-25870142,Kitchener,4,3,Single Family,2796,256885,0,0,0,0,0,1339400.0,462327.0,A,1300000-1400000
M73000004-25870143,Kitchener,4,3,Single Family,2760,256885,0,0,0,0,0,1352500.0,462327.0,A,1300000-1400000
M73000004-25870145,Kitchener,4,4,Single Family,2731,256885,0,0,0,0,0,1344900.0,462327.0,A,1300000-1400000
M73000004-25870157,The Blue Mountains,2,2,Condo,944,9390,0,0,0,26,69,709000.0,1150137.0,B,700000-750000
M73000004-25870231,Kingston,4,2,Single Family,1000,132485,4,0,2,66,39,399900.0,720402.0,B,375000-400000
M73000004-25870368,Wainfleet,1,1,Single Family,600,6887,0,0,0,0,0,575000.0,1105073.0,B,550000-600000
M73000004-25870419,Pickering,3,3,Condo/Townhome,2503,99186,3,0,0,25,21,759000.0,718003.0,A,750000-800000
M73000004-25870455,Grey Highlands,0,0,Single Family,1150,10424,0,0,0,0,0,229000.0,1163582.0,B,225000-250000
M73000004-25870626,Manitouwadge,4,2,Single Family,1530,1974,4,0,0,0,7,149900.0,156795.0,B,125000-150000
M73000004-25870903,Woodstock,3,2,Single Family,1400,46705,7,0,0,11,11,685987.0,636183.0,A,650000-700000
M73000004-25871413,MANITOUWADGE,2,1,Single Family,850,1974,0,0,0,0,0,89999.0,156795.0,B,75000-100000
M73000004-25871415,Barrie,3,3,Condo,1160,147829,5,0,0,90,34,565000.0,554117.0,A,550000-600000
M73000004-25871571,Elliot Lake,3,2,Single Family,983,11372,0,0,0,0,0,149900.0,153450.0,B,125000-150000
M73000004-25871660,St. Catharines,4,5,Single Family,2676,136803,4,0,0,14,8,1800000.0,654102.0,A,1700000-1800000
M73000004-25871671,Penetanguishene,4,1,Single Family,1320,10077,0,0,0,0,0,999900.0,827223.0,A,950000-1000000
M73000004-25871672,Severn,5,5,Single Family,3702,14576,0,0,0,0,0,2399900.0,916400.0,A,2000000-2500000
M73000004-25871703,Burk's Falls,4,1,Single Family,1365,957,0,0,0,0,0,998500.0,981064.0,A,950000-1000000
M73000004-25871910,The Blue Mountains,3,3,Rental,1613,9390,0,0,0,22,69,2600.0,1150137.0,B,0-25000
M73000004-25872012,London,3,2,Single Family,1398,422324,46,0,1,355,94,629000.0,723548.0,B,600000-650000
M73000004-25872306,London,3,2,Condo/Townhome,1290,422324,6,0,0,23,35,409000.0,723548.0,B,400000-425000
M73000004-25872322,Alberton,5,2,Single Family,1725,954,0,0,0,0,0,1356238.0,676267.0,A,1400000-1500000
M73000004-25872384,LaSalle,2,2,Condo,1047,32721,3,0,0,0,1,625100.0,698743.0,B,600000-650000
M73000004-25874575,Windsor,2,2,Condo,1217,229660,7,1,1,10,23,575900.0,390530.0,A,550000-600000
M73000004-25874631,Gravenhurst,1,1,Single Family,192,13157,0,0,0,0,0,2597000.0,977203.0,A,2500000-3000000
M73000004-25875481,London,5,4,Single Family,2314,422324,6,0,0,7,27,1225000.0,723548.0,A,1200000-1300000
M73000004-25876490,London,2,2,Condo,1560,422324,26,0,1,73,73,776122.0,723548.0,A,750000-800000
M73000004-25876525,Niagara Falls,4,3,Multi-Family,2427,94415,0,1,0,10,48,599900.0,597642.0,A,550000-600000
M73000004-25876565,Hamilton,6,4,Single Family,2700,11059,11,1,0,92,28,1216000.0,587574.0,A,1200000-1300000
M73000004-25876616,Thorold,5,3,Single Family,1520,23816,6,0,0,13,28,549900.0,501041.0,A,500000-550000
M73000004-25876654,Tiny,3,3,Single Family,1500,12966,0,0,0,0,0,839000.0,1115788.0,B,800000-850000
M73000004-25876700,London,5,4,Single Family,2155,422324,17,0,0,103,42,864900.0,723548.0,A,850000-900000
M73000004-25876841,Woodstock,4,4,Multi-Family,5646,46705,4,1,0,13,7,849900.0,636183.0,A,800000-850000
M73000004-25876892,Collingwood,2,2,Single Family,1240,24811,5,1,0,55,32,105000.0,684190.0,B,100000-125000
M73000004-25876920,Barrie,3,2,Single Family,1290,147829,4,0,0,6,14,655252.0,554117.0,A,650000-700000
M73000004-25877429,Vaughan,2,2,Single Family,649,323103,0,0,0,8,16,689900.0,951458.0,B,650000-700000
M73000004-25877436,St. Catharines,3,3,Single Family,1299,136803,37,0,1,143,48,709900.0,654102.0,A,700000-750000
M73000004-25877557,Goderich,2,1,Single Family,1422,7881,4,1,0,14,27,569900.0,676527.0,B,550000-600000
M73000004-25878015,Lakeshore,4,2,Single Family,2700,40410,3,0,0,2,1,1500000.0,1352250.0,A,1400000-1500000
M73000004-25878070,Oakville,2,2,Condo,1830,213759,5,1,0,44,29,1249000.0,1140305.0,A,1200000-1300000
M73000004-25878144,Port Colborne,3,3,Multi-Family,1838,20033,4,0,0,29,18,419888.0,669084.0,B,400000-425000
M73000004-25878145,St. Catharines,3,3,Single Family,1272,136803,37,0,1,148,49,689900.0,654102.0,A,650000-700000
M73000004-25878150,The Blue Mountains,6,7,Single Family,4040,9390,0,0,0,0,0,3949000.0,1150137.0,A,3500000-4000000
M73000004-25878253,St. Catharines,3,3,Single Family,1299,136803,37,0,1,143,48,709900.0,654102.0,A,700000-750000
M73000004-25878254,St. Catharines,3,3,Single Family,1272,136803,37,0,1,143,48,689900.0,654102.0,A,650000-700000
M73000004-25878598,Hamilton,4,2,Single Family,1459,11059,3,0,0,35,11,849900.0,587574.0,A,800000-850000
M73000004-25878648,Welland,4,2,Single Family,890,55750,16,1,0,50,36,649000.0,517843.0,A,600000-650000
M73000004-25878673,Hamilton,5,2,Single Family,1206,11059,7,0,0,39,15,899900.0,587574.0,A,850000-900000
M73000004-25878846,Hamilton,4,2,Single Family,1060,11059,13,1,0,95,41,799900.0,587574.0,A,750000-800000
M73000004-25878856,Hamilton,2,1,Condo,661,11059,5,0,0,44,31,424900.0,587574.0,B,400000-425000
M73000004-25879027,Tiny,3,3,Single Family,2047,12966,1,0,0,0,7,1280000.0,1115788.0,A,1200000-1300000
M73000004-25880653,Hamilton,3,2,Single Family,1035,11059,8,0,1,33,13,839000.0,587574.0,A,800000-850000
M73000004-25880654,Guelph,3,3,Condo,1275,143740,4,0,0,31,21,869900.0,678352.0,A,850000-900000
M73000004-25880870,Welland,4,3,Single Family,1750,55750,3,0,0,25,14,509900.0,517843.0,B,500000-550000
M73000004-25880871,Welland,4,3,Multi-Family,1750,55750,3,0,0,25,14,509900.0,517843.0,B,500000-550000
M73000004-25881151,Brantford,3,3,Single Family,2519,104688,0,0,0,0,0,1099000.0,635487.0,A,1000000-1100000
M73000004-25881183,Athens,4,1,Single Family,1227,3042,3,0,0,2,1,535000.0,527225.0,A,500000-550000
M73000004-25881189,London,3,3,Single Family,1908,422324,0,0,0,0,0,698900.0,723548.0,B,650000-700000
M73000004-25881215,Thunder Bay,4,1,Single Family,1466,108843,5,0,0,22,34,238174.0,453591.0,B,225000-250000
M73000004-25881264,Hamilton,2,2,Condo,892,11059,4,0,0,21,6,621704.0,587574.0,A,600000-650000
M73000004-25881272,Amherstburg,2,2,Condo,1330,23524,0,0,0,0,0,739999.0,515824.0,A,700000-750000
M73000004-25881284,Toronto,2,2,Condo,601,2794356,5,0,0,54,100,659900.0,529408.0,A,650000-700000
M73000004-25881311,St. Catharines,2,1,Rental,950,136803,30,0,1,218,52,1864.0,654102.0,B,0-25000
M73000004-25881378,London,3,2,Single Family,1384,422324,6,0,0,24,26,599900.0,723548.0,B,550000-600000
M73000004-25881384,Chatsworth,4,3,Single Family,1554,7080,0,0,0,0,0,649000.0,856631.0,B,600000-650000
M73000004-25881502,Niagara Falls,2,2,Condo,1161,94415,12,0,0,48,48,649900.0,597642.0,A,600000-650000
M73000004-25881584,Grimsby,1,1,Condo,714,28883,2,0,0,22,25,519000.0,738305.0,B,500000-550000
M73000004-25881619,Hamilton,3,3,Condo/Townhome,960,11059,18,1,1,49,41,681000.0,587574.0,A,650000-700000
M73000004-25881978,Kitchener,2,2,Condo,1100,256885,4,0,0,34,14,475000.0,462327.0,A,450000-475000
